sku,sku_name,product_family,price_tier,sku_price,sale_year,quarter_label,total_transactions,total_revenue,gross_revenue,returns,return_rate_pct,total_refund_cost,online_units,instore_units,event_day_units,non_event_units,revenue_rank_in_year
SKU0004,Nova Ergonomic Wireless Mouse,Mouse,Budget,2199.00,2024,Q3 2024,22045,49685187.00,45987687.00,1132,5.13,2489268.00,7807,14238,233,21812,74
SKU0004,Nova Ergonomic Wireless Mouse,Mouse,Budget,2199.00,2024,Q1 2024,21833,49398725.00,45684225.00,1058,4.85,2326542.00,7781,14052,8680,13153,75
SKU0004,Nova Ergonomic Wireless Mouse,Mouse,Budget,2199.00,2024,Q2 2024,21706,48931614.00,45268614.00,1120,5.16,2462880.00,7714,13992,12649,9057,76
SKU0003,Nova Wireless Mouse,Mouse,Budget,1799.00,2024,Q4 2024,22092,41526618.00,37746618.00,1110,5.02,1996890.00,7970,14122,12462,9630,77
SKU0003,Nova Wireless Mouse,Mouse,Budget,1799.00,2024,Q3 2024,21835,41089539.00,37349039.00,1074,4.92,1932126.00,7849,13986,220,21615,78
SKU0003,Nova Wireless Mouse,Mouse,Budget,1799.00,2024,Q2 2024,21626,40566201.00,36877701.00,1127,5.21,2027473.00,7781,13845,12522,9104,79
SKU0003,Nova Wireless Mouse,Mouse,Budget,1799.00,2024,Q1 2024,21429,40230082.00,36552082.00,1111,5.18,1998689.00,7732,13697,8481,12948,80
SKU0017,Halo Noise-Cancelling Headphones Pro,Headphones,Premium,24999.00,2025,Q4 2025,32750,783044947.00,776293947.00,1697,5.18,42423303.00,14223,18527,17474,15276,1
SKU0017,Halo Noise-Cancelling Headphones Pro,Headphones,Premium,24999.00,2025,Q2 2025,32089,768156535.00,761594535.00,1624,5.06,40598376.00,13809,18280,15554,16535,2
SKU0017,Halo Noise-Cancelling Headphones Pro,Headphones,Premium,24999.00,2025,Q3 2025,31854,765173655.00,758594655.00,1509,4.74,37723491.00,13798,18056,0,31854,3
SKU0017,Halo Noise-Cancelling Headphones Pro,Headphones,Premium,24999.00,2025,Q1 2025,31751,760439341.00,753944841.00,1592,5.01,39798408.00,13704,18047,16059,15692,4
SKU0016,Halo Noise-Cancelling Headphones,Headphones,Premium,18999.00,2025,Q3 2025,32513,592442166.00,585815166.00,1679,5.16,31899321.00,13960,18553,0,32513,5
SKU0016,Halo Noise-Cancelling Headphones,Headphones,Premium,18999.00,2025,Q4 2025,32276,588141392.00,581521392.00,1668,5.17,31690332.00,13965,18311,17137,15139,6
SKU0016,Halo Noise-Cancelling Headphones,Headphones,Premium,18999.00,2025,Q2 2025,31756,580121806.00,573655806.00,1562,4.92,29676438.00,13632,18124,15400,16356,7
SKU0016,Halo Noise-Cancelling Headphones,Headphones,Premium,18999.00,2025,Q1 2025,31744,579940818.00,573427818.00,1562,4.92,29676438.00,13697,18047,16337,15407,8
SKU0013,Zenith Smartwatch Pro,Smartwatch,Premium,16999.00,2025,Q4 2025,32493,530867658.00,524283158.00,1651,5.08,28065349.00,13889,18604,17186,15307,9
SKU0013,Zenith Smartwatch Pro,Smartwatch,Premium,16999.00,2025,Q2 2025,31946,523561083.00,517058583.00,1529,4.79,25991471.00,13701,18245,15451,16495,10
SKU0013,Zenith Smartwatch Pro,Smartwatch,Premium,16999.00,2025,Q3 2025,31955,522805128.00,516293628.00,1583,4.95,26909417.00,13713,18242,0,31955,11
SKU0013,Zenith Smartwatch Pro,Smartwatch,Premium,16999.00,2025,Q1 2025,31537,516701981.00,510292981.00,1518,4.81,25804482.00,13467,18070,15985,15552,12
SKU0012,Zenith Smartwatch,Smartwatch,Premium,12999.00,2025,Q3 2025,32532,408956059.00,402202059.00,1591,4.89,20681409.00,14226,18306,0,32532,13
SKU0012,Zenith Smartwatch,Smartwatch,Premium,12999.00,2025,Q4 2025,32336,406279753.00,399680253.00,1589,4.91,20655411.00,13895,18441,17196,15140,14
SKU0012,Zenith Smartwatch,Smartwatch,Premium,12999.00,2025,Q2 2025,31936,400573185.00,394064685.00,1621,5.08,21071379.00,13737,18199,15490,16446,15
SKU0012,Zenith Smartwatch,Smartwatch,Premium,12999.00,2025,Q1 2025,31700,398507843.00,392010843.00,1543,4.87,20057457.00,13666,18034,16189,15511,16
SKU0020,Lumos Desk Lamp with Wireless Charging,Desk Lamp,Premium,9499.00,2025,Q4 2025,32503,300420572.00,293785072.00,1575,4.85,14960925.00,13952,18551,17359,15144,17
SKU0020,Lumos Desk Lamp with Wireless Charging,Desk Lamp,Premium,9499.00,2025,Q3 2025,32500,299695650.00,293044150.00,1650,5.08,15673350.00,14039,18461,0,32500,18
SKU0020,Lumos Desk Lamp with Wireless Charging,Desk Lamp,Premium,9499.00,2025,Q2 2025,31809,293688269.00,287164269.00,1578,4.96,14989422.00,13730,18079,15396,16413,19
SKU0020,Lumos Desk Lamp with Wireless Charging,Desk Lamp,Premium,9499.00,2025,Q1 2025,31663,291816460.00,285349960.00,1623,5.13,15416877.00,13618,18045,16269,15394,20
SKU0011,Zenith Smartwatch Lite,Smartwatch,Premium,8999.00,2025,Q3 2025,32452,283682209.00,277088209.00,1661,5.12,14947339.00,13921,18531,0,32452,21
SKU0011,Zenith Smartwatch Lite,Smartwatch,Premium,8999.00,2025,Q4 2025,32228,282037387.00,275486387.00,1615,5.01,14533385.00,13786,18442,17172,15056,22
SKU0011,Zenith Smartwatch Lite,Smartwatch,Premium,8999.00,2025,Q2 2025,32090,280305078.00,273767578.00,1668,5.2,15010332.00,13765,18325,15678,16412,23
SKU0011,Zenith Smartwatch Lite,Smartwatch,Premium,8999.00,2025,Q1 2025,31908,279420166.00,272975666.00,1574,4.93,14164426.00,13566,18342,16326,15582,24
SKU0015,Orbit Fitness Band Plus,Fitness Band,Premium,8499.00,2025,Q3 2025,32657,270527958.00,263825958.00,1615,4.95,13725885.00,14122,18535,0,32657,25
SKU0015,Orbit Fitness Band Plus,Fitness Band,Premium,8499.00,2025,Q4 2025,32250,267018852.00,260477352.00,1602,4.97,13615398.00,13758,18492,17079,15171,26
SKU0015,Orbit Fitness Band Plus,Fitness Band,Premium,8499.00,2025,Q2 2025,31784,263198294.00,256720794.00,1578,4.96,13411422.00,13643,18141,15397,16387,27
SKU0015,Orbit Fitness Band Plus,Fitness Band,Premium,8499.00,2025,Q1 2025,31769,262773844.00,256295844.00,1613,5.08,13708887.00,13681,18088,16215,15554,28
SKU0008,Echo Portable Bluetooth Speaker Plus,Speaker,Mid-Range,7499.00,2025,Q4 2025,32231,235903417.00,229341917.00,1648,5.11,12358352.00,13820,18411,17248,14983,29
SKU0008,Echo Portable Bluetooth Speaker Plus,Speaker,Mid-Range,7499.00,2025,Q3 2025,32146,235815435.00,229206935.00,1581,4.92,11855919.00,13886,18260,0,32146,30
SKU0008,Echo Portable Bluetooth Speaker Plus,Speaker,Mid-Range,7499.00,2025,Q2 2025,31821,232831807.00,226417307.00,1628,5.12,12208372.00,13517,18304,15327,16494,31
SKU0008,Echo Portable Bluetooth Speaker Plus,Speaker,Mid-Range,7499.00,2025,Q1 2025,31628,231589472.00,225179972.00,1600,5.06,11998400.00,13509,18119,16264,15364,32
SKU0014,Orbit Fitness Band,Fitness Band,Mid-Range,6999.00,2025,Q3 2025,32584,223818969.00,217185969.00,1553,4.77,10869447.00,13950,18634,0,32584,33
SKU0019,Apex USB-C Hub (8-in-1),USB Hub,Mid-Range,6999.00,2025,Q4 2025,32548,223289044.00,216661044.00,1592,4.89,11142408.00,13941,18607,17358,15190,34
SKU0014,Orbit Fitness Band,Fitness Band,Mid-Range,6999.00,2025,Q4 2025,32395,221828250.00,215219250.00,1645,5.08,11513355.00,13891,18504,17201,15194,35
SKU0019,Apex USB-C Hub (8-in-1),USB Hub,Mid-Range,6999.00,2025,Q3 2025,32329,221477795.00,214904295.00,1624,5.02,11366376.00,13841,18488,0,32329,36
SKU0014,Orbit Fitness Band,Fitness Band,Mid-Range,6999.00,2025,Q2 2025,32027,219408585.00,212874585.00,1612,5.03,11282388.00,13751,18276,15416,16611,37
SKU0019,Apex USB-C Hub (8-in-1),USB Hub,Mid-Range,6999.00,2025,Q2 2025,31794,217808816.00,211257816.00,1610,5.06,11268390.00,13784,18010,15472,16322,38
SKU0014,Orbit Fitness Band,Fitness Band,Mid-Range,6999.00,2025,Q1 2025,31587,216352002.00,209956002.00,1589,5.03,11121411.00,13510,18077,16147,15440,39
SKU0019,Apex USB-C Hub (8-in-1),USB Hub,Mid-Range,6999.00,2025,Q1 2025,31394,215614616.00,209158116.00,1510,4.81,10568490.00,13559,17835,15912,15482,40
SKU0006,Pulse Bluetooth Earbuds Pro,Earbuds,Mid-Range,6499.00,2025,Q3 2025,32321,206546735.00,199941735.00,1556,4.81,10112444.00,13868,18453,0,32321,41
SKU0006,Pulse Bluetooth Earbuds Pro,Earbuds,Mid-Range,6499.00,2025,Q4 2025,32315,206163799.00,199525799.00,1614,4.99,10489386.00,13956,18359,17178,15137,42
SKU0006,Pulse Bluetooth Earbuds Pro,Earbuds,Mid-Range,6499.00,2025,Q2 2025,32262,205954836.00,199285336.00,1598,4.95,10385402.00,14045,18217,15536,16726,43
SKU0006,Pulse Bluetooth Earbuds Pro,Earbuds,Mid-Range,6499.00,2025,Q1 2025,31427,200327172.00,193852172.00,1599,5.09,10391901.00,13623,17804,16053,15374,44
SKU0007,Echo Portable Bluetooth Speaker,Speaker,Mid-Range,5999.00,2025,Q4 2025,32357,190853787.00,184247287.00,1644,5.08,9862356.00,13944,18413,17311,15046,45
SKU0010,"Vertex Power Bank 20,000mAh",Power Bank,Mid-Range,5999.00,2025,Q3 2025,32351,190844779.00,184295279.00,1630,5.04,9778370.00,13795,18556,0,32351,46
SKU0010,"Vertex Power Bank 20,000mAh",Power Bank,Mid-Range,5999.00,2025,Q4 2025,32323,190789796.00,184193296.00,1619,5.01,9712381.00,13902,18421,17287,15036,47
SKU0007,Echo Portable Bluetooth Speaker,Speaker,Mid-Range,5999.00,2025,Q3 2025,31984,188852105.00,182339605.00,1589,4.97,9532411.00,13704,18280,0,31984,48
SKU0007,Echo Portable Bluetooth Speaker,Speaker,Mid-Range,5999.00,2025,Q2 2025,31957,188372187.00,181847687.00,1644,5.14,9862356.00,13763,18194,15514,16443,49
SKU0010,"Vertex Power Bank 20,000mAh",Power Bank,Mid-Range,5999.00,2025,Q1 2025,31757,187733290.00,181229790.00,1547,4.87,9280453.00,13648,18109,16220,15537,50
SKU0007,Echo Portable Bluetooth Speaker,Speaker,Mid-Range,5999.00,2025,Q1 2025,31765,187386341.00,180923841.00,1606,5.06,9634394.00,13616,18149,16239,15526,51
SKU0010,"Vertex Power Bank 20,000mAh",Power Bank,Mid-Range,5999.00,2025,Q2 2025,31693,186691449.00,180275949.00,1642,5.18,9850358.00,13508,18185,15372,16321,52
SKU0005,Pulse Bluetooth Earbuds,Earbuds,Mid-Range,4999.00,2025,Q3 2025,32612,161723966.00,155138966.00,1578,4.84,7888422.00,13833,18779,0,32612,53
SKU0005,Pulse Bluetooth Earbuds,Earbuds,Mid-Range,4999.00,2025,Q2 2025,32063,159230449.00,152724449.00,1512,4.72,7558488.00,13664,18399,15317,16746,54
SKU0005,Pulse Bluetooth Earbuds,Earbuds,Mid-Range,4999.00,2025,Q4 2025,32020,158212154.00,151699654.00,1674,5.23,8368326.00,13715,18305,17100,14920,55
SKU0005,Pulse Bluetooth Earbuds,Earbuds,Mid-Range,4999.00,2025,Q1 2025,31656,156683952.00,150209952.00,1608,5.08,8038392.00,13664,17992,16081,15575,56
SKU0018,Apex USB-C Hub (5-in-1),USB Hub,Mid-Range,4499.00,2025,Q3 2025,32347,144866765.00,138276765.00,1612,4.98,7252388.00,13881,18466,0,32347,57
SKU0018,Apex USB-C Hub (5-in-1),USB Hub,Mid-Range,4499.00,2025,Q4 2025,32319,144764305.00,138096805.00,1624,5.02,7306376.00,14021,18298,17199,15120,58
SKU0018,Apex USB-C Hub (5-in-1),USB Hub,Mid-Range,4499.00,2025,Q2 2025,31979,142854683.00,136396183.00,1662,5.2,7477338.00,13615,18364,15557,16422,59
SKU0018,Apex USB-C Hub (5-in-1),USB Hub,Mid-Range,4499.00,2025,Q1 2025,31743,141836915.00,135352415.00,1658,5.22,7459342.00,13663,18080,16145,15598,60
SKU0009,"Vertex Power Bank 10,000mAh",Power Bank,Mid-Range,3499.00,2025,Q3 2025,32844,115820327.00,109074327.00,1671,5.09,5846829.00,14233,18611,0,32844,61
SKU0009,"Vertex Power Bank 10,000mAh",Power Bank,Mid-Range,3499.00,2025,Q4 2025,32424,114226238.00,107636238.00,1662,5.13,5815338.00,13871,18553,17254,15170,62
SKU0009,"Vertex Power Bank 10,000mAh",Power Bank,Mid-Range,3499.00,2025,Q2 2025,32018,112869599.00,106373099.00,1617,5.05,5657883.00,13683,18335,15387,16631,63
SKU0009,"Vertex Power Bank 10,000mAh",Power Bank,Mid-Range,3499.00,2025,Q1 2025,31396,110778661.00,104406661.00,1557,4.96,5447943.00,13450,17946,16021,15375,64
SKU0002,Alpha Smart Charger 30W,Charger,Budget,2899.00,2025,Q3 2025,32319,95712674.00,89074674.00,1593,4.93,4618107.00,13942,18377,0,32319,65
SKU0002,Alpha Smart Charger 30W,Charger,Budget,2899.00,2025,Q4 2025,32298,95616068.00,89092068.00,1566,4.85,4539834.00,13754,18544,17162,15136,66
SKU0002,Alpha Smart Charger 30W,Charger,Budget,2899.00,2025,Q2 2025,31979,94776373.00,88207873.00,1552,4.85,4499248.00,13785,18194,15227,16752,67
SKU0002,Alpha Smart Charger 30W,Charger,Budget,2899.00,2025,Q1 2025,31451,93111100.00,86680100.00,1551,4.93,4496349.00,13545,17906,16134,15317,68
SKU0001,Alpha Smart Charger 20W,Charger,Budget,2499.00,2025,Q4 2025,32669,84429399.00,77721399.00,1568,4.8,3918432.00,14101,18568,17307,15362,69
SKU0001,Alpha Smart Charger 20W,Charger,Budget,2499.00,2025,Q3 2025,32161,83079408.00,76449408.00,1569,4.88,3920931.00,13939,18222,0,32161,70
SKU0001,Alpha Smart Charger 20W,Charger,Budget,2499.00,2025,Q2 2025,32079,82899470.00,76294470.00,1549,4.83,3870951.00,13886,18193,15427,16652,71
SKU0001,Alpha Smart Charger 20W,Charger,Budget,2499.00,2025,Q1 2025,31640,81800880.00,75269880.00,1520,4.8,3798480.00,13709,17931,16188,15452,72
SKU0004,Nova Ergonomic Wireless Mouse,Mouse,Budget,2199.00,2025,Q3 2025,32390,74340710.00,67707210.00,1600,4.94,3518400.00,13930,18460,0,32390,73
SKU0004,Nova Ergonomic Wireless Mouse,Mouse,Budget,2199.00,2025,Q4 2025,32093,73804144.00,67192644.00,1537,4.79,3379863.00,13859,18234,17133,14960,74
SKU0004,Nova Ergonomic Wireless Mouse,Mouse,Budget,2199.00,2025,Q2 2025,32042,73594602.00,67065102.00,1544,4.82,3395256.00,13689,18353,15414,16628,75
SKU0004,Nova Ergonomic Wireless Mouse,Mouse,Budget,2199.00,2025,Q1 2025,31264,71551748.00,65204748.00,1612,5.16,3544788.00,13372,17892,15966,15298,76
SKU0003,Nova Wireless Mouse,Mouse,Budget,1799.00,2025,Q3 2025,32396,61968911.00,55389411.00,1607,4.96,2890993.00,13852,18544,0,32396,77
SKU0003,Nova Wireless Mouse,Mouse,Budget,1799.00,2025,Q4 2025,32255,61948554.00,55312054.00,1509,4.68,2714691.00,13930,18325,17172,15083,78
SKU0003,Nova Wireless Mouse,Mouse,Budget,1799.00,2025,Q2 2025,31928,61130723.00,54648223.00,1551,4.86,2790249.00,13648,18280,15298,16630,79
SKU0003,Nova Wireless Mouse,Mouse,Budget,1799.00,2025,Q1 2025,31749,60796556.00,54229056.00,1605,5.06,2887395.00,13844,17905,16327,15422,80
